"global_step","22231421_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step","22231421_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MIN","22231421_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MAX","22231421_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last","22231421_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MIN","22231421_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MAX","22231420_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step","22231420_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MIN","22231420_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MAX","22231420_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last","22231420_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MIN","22231420_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MAX","22231419_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step","22231419_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MIN","22231419_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MAX","22231419_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last","22231419_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MIN","22231419_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MAX","22231418_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step","22231418_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MIN","22231418_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MAX","22231418_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last","22231418_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MIN","22231418_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MAX","22231417_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step","22231417_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MIN","22231417_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MAX","22231417_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last","22231417_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MIN","22231417_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MAX","22231416_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step","22231416_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MIN","22231416_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MAX","22231416_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last","22231416_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MIN","22231416_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MAX","22231415_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step","22231415_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MIN","22231415_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MAX","22231415_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last","22231415_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MIN","22231415_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MAX","22231414_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step","22231414_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MIN","22231414_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MAX","22231414_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last","22231414_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MIN","22231414_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MAX","22231413_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step","22231413_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MIN","22231413_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MAX","22231413_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last","22231413_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MIN","22231413_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MAX","22231412_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step","22231412_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MIN","22231412_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MAX","22231412_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last","22231412_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MIN","22231412_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MAX"
"163840000","230","230","230","0.0439453125","0.0439453125","0.0439453125","230","230","230","0.0634765625","0.0634765625","0.0634765625","230","230","230","0.041015625","0.041015625","0.041015625","230","230","230","0.0419921875","0.0419921875","0.0419921875","230","230","230","0.0341796875","0.0341796875","0.0341796875","230","230","230","0.037109375","0.037109375","0.037109375","230","230","230","0.048828125","0.048828125","0.048828125","230","230","230","0.03125","0.03125","0.03125","230","230","230","0.03515625","0.03515625","0.03515625","230","230","230","0.0556640625","0.0556640625","0.0556640625"
"164864000","232","232","232","0.0625","0.0625","0.0625","232","232","232","0.037109375","0.037109375","0.037109375","232","232","232","0.0517578125","0.0517578125","0.0517578125","232","232","232","0.056640625","0.056640625","0.056640625","232","232","232","0.0576171875","0.0576171875","0.0576171875","232","232","232","0.0517578125","0.0517578125","0.0517578125","232","232","232","0.056640625","0.056640625","0.056640625","232","232","232","0.0556640625","0.0556640625","0.0556640625","232","232","232","0.0498046875","0.0498046875","0.0498046875","232","232","232","0.0380859375","0.0380859375","0.0380859375"
"165888000","233","233","233","0.0517578125","0.0517578125","0.0517578125","233","233","233","0.048828125","0.048828125","0.048828125","233","233","233","0.0498046875","0.0498046875","0.0498046875","233","233","233","0.029296875","0.029296875","0.029296875","233","233","233","0.0390625","0.0390625","0.0390625","233","233","233","0.0517578125","0.0517578125","0.0517578125","233","233","233","0.0322265625","0.0322265625","0.0322265625","233","233","233","0.0498046875","0.0498046875","0.0498046875","233","233","233","0.048828125","0.048828125","0.048828125","233","233","233","0.0400390625","0.0400390625","0.0400390625"
"166912000","234","234","234","0.0498046875","0.0498046875","0.0498046875","234","234","234","0.0517578125","0.0517578125","0.0517578125","234","234","234","0.0556640625","0.0556640625","0.0556640625","234","234","234","0.046875","0.046875","0.046875","234","234","234","0.04296875","0.04296875","0.04296875","234","234","234","0.0419921875","0.0419921875","0.0419921875","234","234","234","0.029296875","0.029296875","0.029296875","234","234","234","0.0478515625","0.0478515625","0.0478515625","234","234","234","0.0390625","0.0390625","0.0390625","234","234","234","0.0390625","0.0390625","0.0390625"
"167936000","236","236","236","0.05859375","0.05859375","0.05859375","236","236","236","0.048828125","0.048828125","0.048828125","236","236","236","0.0361328125","0.0361328125","0.0361328125","236","236","236","0.0537109375","0.0537109375","0.0537109375","236","236","236","0.0556640625","0.0556640625","0.0556640625","236","236","236","0.0439453125","0.0439453125","0.0439453125","236","236","236","0.044921875","0.044921875","0.044921875","236","236","236","0.056640625","0.056640625","0.056640625","236","236","236","0.044921875","0.044921875","0.044921875","236","236","236","0.03515625","0.03515625","0.03515625"
"168960000","237","237","237","0.0458984375","0.0458984375","0.0458984375","237","237","237","0.0419921875","0.0419921875","0.0419921875","237","237","237","0.056640625","0.056640625","0.056640625","237","237","237","0.0458984375","0.0458984375","0.0458984375","237","237","237","0.044921875","0.044921875","0.044921875","237","237","237","0.048828125","0.048828125","0.048828125","237","237","237","0.041015625","0.041015625","0.041015625","237","237","237","0.048828125","0.048828125","0.048828125","237","237","237","0.03515625","0.03515625","0.03515625","237","237","237","0.0302734375","0.0302734375","0.0302734375"
"171008000","240","240","240","0.0517578125","0.0517578125","0.0517578125","240","240","240","0.046875","0.046875","0.046875","240","240","240","0.037109375","0.037109375","0.037109375","240","240","240","0.0458984375","0.0458984375","0.0458984375","240","240","240","0.04296875","0.04296875","0.04296875","240","240","240","0.0478515625","0.0478515625","0.0478515625","240","240","240","0.0390625","0.0390625","0.0390625","240","240","240","0.0341796875","0.0341796875","0.0341796875","240","240","240","0.0498046875","0.0498046875","0.0498046875","240","240","240","0.0380859375","0.0380859375","0.0380859375"
"172032000","241","241","241","0.052734375","0.052734375","0.052734375","241","241","241","0.046875","0.046875","0.046875","241","241","241","0.0458984375","0.0458984375","0.0458984375","241","241","241","0.04296875","0.04296875","0.04296875","241","241","241","0.0361328125","0.0361328125","0.0361328125","241","241","241","0.0390625","0.0390625","0.0390625","241","241","241","0.0322265625","0.0322265625","0.0322265625","241","241","241","0.0400390625","0.0400390625","0.0400390625","241","241","241","0.052734375","0.052734375","0.052734375","241","241","241","0.037109375","0.037109375","0.037109375"
"173056000","243","243","243","0.064453125","0.064453125","0.064453125","243","243","243","0.04296875","0.04296875","0.04296875","243","243","243","0.0439453125","0.0439453125","0.0439453125","243","243","243","0.0400390625","0.0400390625","0.0400390625","243","243","243","0.0419921875","0.0419921875","0.0419921875","243","243","243","0.0390625","0.0390625","0.0390625","243","243","243","0.04296875","0.04296875","0.04296875","243","243","243","0.0556640625","0.0556640625","0.0556640625","243","243","243","0.0390625","0.0390625","0.0390625","243","243","243","0.0390625","0.0390625","0.0390625"
"174080000","244","244","244","0.0361328125","0.0361328125","0.0361328125","244","244","244","0.0517578125","0.0517578125","0.0517578125","244","244","244","0.0517578125","0.0517578125","0.0517578125","244","244","244","0.0380859375","0.0380859375","0.0380859375","244","244","244","0.0458984375","0.0458984375","0.0458984375","244","244","244","0.0439453125","0.0439453125","0.0439453125","244","244","244","0.03515625","0.03515625","0.03515625","244","244","244","0.0341796875","0.0341796875","0.0341796875","244","244","244","0.0361328125","0.0361328125","0.0361328125","244","244","244","0.03125","0.03125","0.03125"
"176128000","247","247","247","0.0517578125","0.0517578125","0.0517578125","247","247","247","0.048828125","0.048828125","0.048828125","247","247","247","0.0439453125","0.0439453125","0.0439453125","247","247","247","0.0380859375","0.0380859375","0.0380859375","247","247","247","0.0390625","0.0390625","0.0390625","247","247","247","0.0390625","0.0390625","0.0390625","247","247","247","0.0380859375","0.0380859375","0.0380859375","247","247","247","0.04296875","0.04296875","0.04296875","247","247","247","0.0458984375","0.0458984375","0.0458984375","247","247","247","0.03515625","0.03515625","0.03515625"
"177152000","248","248","248","0.0380859375","0.0380859375","0.0380859375","248","248","248","0.046875","0.046875","0.046875","248","248","248","0.0439453125","0.0439453125","0.0439453125","248","248","248","0.0498046875","0.0498046875","0.0498046875","248","248","248","0.0390625","0.0390625","0.0390625","248","248","248","0.0458984375","0.0458984375","0.0458984375","248","248","248","0.0322265625","0.0322265625","0.0322265625","248","248","248","0.033203125","0.033203125","0.033203125","248","248","248","0.0322265625","0.0322265625","0.0322265625","248","248","248","0.0361328125","0.0361328125","0.0361328125"
"178176000","250","250","250","0.046875","0.046875","0.046875","250","250","250","0.0546875","0.0546875","0.0546875","250","250","250","0.0576171875","0.0576171875","0.0576171875","250","250","250","0.048828125","0.048828125","0.048828125","250","250","250","0.048828125","0.048828125","0.048828125","250","250","250","0.044921875","0.044921875","0.044921875","250","250","250","0.037109375","0.037109375","0.037109375","250","250","250","0.0390625","0.0390625","0.0390625","250","250","250","0.0419921875","0.0419921875","0.0419921875","250","250","250","0.04296875","0.04296875","0.04296875"
"179200000","251","251","251","0.0517578125","0.0517578125","0.0517578125","251","251","251","0.05078125","0.05078125","0.05078125","251","251","251","0.0458984375","0.0458984375","0.0458984375","251","251","251","0.029296875","0.029296875","0.029296875","251","251","251","0.048828125","0.048828125","0.048828125","251","251","251","0.0458984375","0.0458984375","0.0458984375","251","251","251","0.041015625","0.041015625","0.041015625","251","251","251","0.04296875","0.04296875","0.04296875","251","251","251","0.046875","0.046875","0.046875","251","251","251","0.0498046875","0.0498046875","0.0498046875"
"181248000","254","254","254","0.0322265625","0.0322265625","0.0322265625","254","254","254","0.05859375","0.05859375","0.05859375","254","254","254","0.056640625","0.056640625","0.056640625","254","254","254","0.033203125","0.033203125","0.033203125","254","254","254","0.05078125","0.05078125","0.05078125","254","254","254","0.0478515625","0.0478515625","0.0478515625","254","254","254","0.041015625","0.041015625","0.041015625","254","254","254","0.044921875","0.044921875","0.044921875","254","254","254","0.0478515625","0.0478515625","0.0478515625","254","254","254","0.0380859375","0.0380859375","0.0380859375"
"182272000","255","255","255","0.0458984375","0.0458984375","0.0458984375","255","255","255","0.037109375","0.037109375","0.037109375","255","255","255","0.04296875","0.04296875","0.04296875","255","255","255","0.05078125","0.05078125","0.05078125","255","255","255","0.0400390625","0.0400390625","0.0400390625","255","255","255","0.03515625","0.03515625","0.03515625","255","255","255","0.0419921875","0.0419921875","0.0419921875","255","255","255","0.029296875","0.029296875","0.029296875","255","255","255","0.0341796875","0.0341796875","0.0341796875","255","255","255","0.0390625","0.0390625","0.0390625"
"183296000","257","257","257","0.0693359375","0.0693359375","0.0693359375","257","257","257","0.0576171875","0.0576171875","0.0576171875","257","257","257","0.0458984375","0.0458984375","0.0458984375","257","257","257","0.04296875","0.04296875","0.04296875","257","257","257","0.048828125","0.048828125","0.048828125","257","257","257","0.052734375","0.052734375","0.052734375","257","257","257","0.03515625","0.03515625","0.03515625","257","257","257","0.046875","0.046875","0.046875","257","257","257","0.0478515625","0.0478515625","0.0478515625","257","257","257","0.0458984375","0.0458984375","0.0458984375"
"184320000","258","258","258","0.0478515625","0.0478515625","0.0478515625","258","258","258","0.037109375","0.037109375","0.037109375","258","258","258","0.0556640625","0.0556640625","0.0556640625","258","258","258","0.041015625","0.041015625","0.041015625","258","258","258","0.0380859375","0.0380859375","0.0380859375","258","258","258","0.0322265625","0.0322265625","0.0322265625","258","258","258","0.0419921875","0.0419921875","0.0419921875","258","258","258","0.041015625","0.041015625","0.041015625","258","258","258","0.052734375","0.052734375","0.052734375","258","258","258","0.0390625","0.0390625","0.0390625"
"185344000","259","259","259","0.0419921875","0.0419921875","0.0419921875","259","259","259","0.041015625","0.041015625","0.041015625","259","259","259","0.0498046875","0.0498046875","0.0498046875","259","259","259","0.037109375","0.037109375","0.037109375","259","259","259","0.037109375","0.037109375","0.037109375","259","259","259","0.044921875","0.044921875","0.044921875","259","259","259","0.0537109375","0.0537109375","0.0537109375","259","259","259","0.03515625","0.03515625","0.03515625","259","259","259","0.05078125","0.05078125","0.05078125","259","259","259","0.0419921875","0.0419921875","0.0419921875"
"186368000","261","261","261","0.033203125","0.033203125","0.033203125","261","261","261","0.046875","0.046875","0.046875","261","261","261","0.046875","0.046875","0.046875","261","261","261","0.04296875","0.04296875","0.04296875","261","261","261","0.0361328125","0.0361328125","0.0361328125","261","261","261","0.0341796875","0.0341796875","0.0341796875","261","261","261","0.0400390625","0.0400390625","0.0400390625","261","261","261","0.0400390625","0.0400390625","0.0400390625","261","261","261","0.041015625","0.041015625","0.041015625","261","261","261","0.0302734375","0.0302734375","0.0302734375"
"187392000","262","262","262","0.0615234375","0.0615234375","0.0615234375","262","262","262","0.0546875","0.0546875","0.0546875","262","262","262","0.0439453125","0.0439453125","0.0439453125","262","262","262","0.0419921875","0.0419921875","0.0419921875","262","262","262","0.044921875","0.044921875","0.044921875","262","262","262","0.0380859375","0.0380859375","0.0380859375","262","262","262","0.03515625","0.03515625","0.03515625","262","262","262","0.037109375","0.037109375","0.037109375","262","262","262","0.0498046875","0.0498046875","0.0498046875","262","262","262","0.0390625","0.0390625","0.0390625"
"188416000","264","264","264","0.0615234375","0.0615234375","0.0615234375","264","264","264","0.064453125","0.064453125","0.064453125","264","264","264","0.046875","0.046875","0.046875","264","264","264","0.046875","0.046875","0.046875","264","264","264","0.0634765625","0.0634765625","0.0634765625","264","264","264","0.0400390625","0.0400390625","0.0400390625","264","264","264","0.0439453125","0.0439453125","0.0439453125","264","264","264","0.048828125","0.048828125","0.048828125","264","264","264","0.0390625","0.0390625","0.0390625","264","264","264","0.0419921875","0.0419921875","0.0419921875"
"189440000","265","265","265","0.0419921875","0.0419921875","0.0419921875","265","265","265","0.0361328125","0.0361328125","0.0361328125","265","265","265","0.033203125","0.033203125","0.033203125","265","265","265","0.046875","0.046875","0.046875","265","265","265","0.04296875","0.04296875","0.04296875","265","265","265","0.046875","0.046875","0.046875","265","265","265","0.048828125","0.048828125","0.048828125","265","265","265","0.0322265625","0.0322265625","0.0322265625","265","265","265","0.046875","0.046875","0.046875","265","265","265","0.0400390625","0.0400390625","0.0400390625"
"190464000","266","266","266","0.0458984375","0.0458984375","0.0458984375","266","266","266","0.052734375","0.052734375","0.052734375","266","266","266","0.0419921875","0.0419921875","0.0419921875","266","266","266","0.033203125","0.033203125","0.033203125","266","266","266","0.0390625","0.0390625","0.0390625","266","266","266","0.0439453125","0.0439453125","0.0439453125","266","266","266","0.04296875","0.04296875","0.04296875","266","266","266","0.05078125","0.05078125","0.05078125","266","266","266","0.046875","0.046875","0.046875","266","266","266","0.0400390625","0.0400390625","0.0400390625"
"191488000","268","268","268","0.0419921875","0.0419921875","0.0419921875","268","268","268","0.0546875","0.0546875","0.0546875","268","268","268","0.0400390625","0.0400390625","0.0400390625","268","268","268","0.0400390625","0.0400390625","0.0400390625","268","268","268","0.0400390625","0.0400390625","0.0400390625","268","268","268","0.0380859375","0.0380859375","0.0380859375","268","268","268","0.029296875","0.029296875","0.029296875","268","268","268","0.041015625","0.041015625","0.041015625","268","268","268","0.044921875","0.044921875","0.044921875","268","268","268","0.0380859375","0.0380859375","0.0380859375"
"192512000","269","269","269","0.0439453125","0.0439453125","0.0439453125","269","269","269","0.0546875","0.0546875","0.0546875","269","269","269","0.052734375","0.052734375","0.052734375","269","269","269","0.0341796875","0.0341796875","0.0341796875","269","269","269","0.041015625","0.041015625","0.041015625","269","269","269","0.05078125","0.05078125","0.05078125","269","269","269","0.04296875","0.04296875","0.04296875","269","269","269","0.0478515625","0.0478515625","0.0478515625","269","269","269","0.0439453125","0.0439453125","0.0439453125","269","269","269","0.0380859375","0.0380859375","0.0380859375"
"193536000","271","271","271","0.0556640625","0.0556640625","0.0556640625","271","271","271","0.0517578125","0.0517578125","0.0517578125","271","271","271","0.060546875","0.060546875","0.060546875","271","271","271","0.05078125","0.05078125","0.05078125","271","271","271","0.0439453125","0.0439453125","0.0439453125","271","271","271","0.046875","0.046875","0.046875","271","271","271","0.046875","0.046875","0.046875","271","271","271","0.0576171875","0.0576171875","0.0576171875","271","271","271","0.0419921875","0.0419921875","0.0419921875","271","271","271","0.0625","0.0625","0.0625"
"194560000","272","272","272","0.029296875","0.029296875","0.029296875","272","272","272","0.046875","0.046875","0.046875","272","272","272","0.0439453125","0.0439453125","0.0439453125","272","272","272","0.03125","0.03125","0.03125","272","272","272","0.044921875","0.044921875","0.044921875","272","272","272","0.0380859375","0.0380859375","0.0380859375","272","272","272","0.0400390625","0.0400390625","0.0400390625","272","272","272","0.037109375","0.037109375","0.037109375","272","272","272","0.0341796875","0.0341796875","0.0341796875","272","272","272","0.0390625","0.0390625","0.0390625"
"195584000","273","273","273","0.0517578125","0.0517578125","0.0517578125","273","273","273","0.04296875","0.04296875","0.04296875","273","273","273","0.0400390625","0.0400390625","0.0400390625","273","273","273","0.0400390625","0.0400390625","0.0400390625","273","273","273","0.037109375","0.037109375","0.037109375","273","273","273","0.0302734375","0.0302734375","0.0302734375","273","273","273","0.0400390625","0.0400390625","0.0400390625","273","273","273","0.03515625","0.03515625","0.03515625","273","273","273","0.0400390625","0.0400390625","0.0400390625","273","273","273","0.0458984375","0.0458984375","0.0458984375"
"196608000","275","275","275","0.0439453125","0.0439453125","0.0439453125","275","275","275","0.052734375","0.052734375","0.052734375","275","275","275","0.0498046875","0.0498046875","0.0498046875","275","275","275","0.0390625","0.0390625","0.0390625","275","275","275","0.0576171875","0.0576171875","0.0576171875","275","275","275","0.046875","0.046875","0.046875","275","275","275","0.0244140625","0.0244140625","0.0244140625","275","275","275","0.0380859375","0.0380859375","0.0380859375","275","275","275","0.0419921875","0.0419921875","0.0419921875","275","275","275","0.03125","0.03125","0.03125"
"197632000","276","276","276","0.046875","0.046875","0.046875","276","276","276","0.0478515625","0.0478515625","0.0478515625","276","276","276","0.041015625","0.041015625","0.041015625","276","276","276","0.0498046875","0.0498046875","0.0498046875","276","276","276","0.03515625","0.03515625","0.03515625","276","276","276","0.0478515625","0.0478515625","0.0478515625","276","276","276","0.0361328125","0.0361328125","0.0361328125","276","276","276","0.041015625","0.041015625","0.041015625","276","276","276","0.03515625","0.03515625","0.03515625","276","276","276","0.037109375","0.037109375","0.037109375"
"199680000","279","279","279","0.033203125","0.033203125","0.033203125","279","279","279","0.0458984375","0.0458984375","0.0458984375","279","279","279","0.0458984375","0.0458984375","0.0458984375","279","279","279","0.041015625","0.041015625","0.041015625","279","279","279","0.0419921875","0.0419921875","0.0419921875","279","279","279","0.03515625","0.03515625","0.03515625","279","279","279","0.0380859375","0.0380859375","0.0380859375","279","279","279","0.04296875","0.04296875","0.04296875","279","279","279","0.0439453125","0.0439453125","0.0439453125","279","279","279","0.044921875","0.044921875","0.044921875"
"200704000","280","280","280","0.0390625","0.0390625","0.0390625","280","280","280","0.04296875","0.04296875","0.04296875","280","280","280","0.0478515625","0.0478515625","0.0478515625","280","280","280","0.04296875","0.04296875","0.04296875","280","280","280","0.046875","0.046875","0.046875","280","280","280","0.0283203125","0.0283203125","0.0283203125","280","280","280","0.0380859375","0.0380859375","0.0380859375","280","280","280","0.0478515625","0.0478515625","0.0478515625","280","280","280","0.0439453125","0.0439453125","0.0439453125","280","280","280","0.0419921875","0.0419921875","0.0419921875"
"201728000","282","282","282","0.048828125","0.048828125","0.048828125","282","282","282","0.052734375","0.052734375","0.052734375","282","282","282","0.041015625","0.041015625","0.041015625","282","282","282","0.044921875","0.044921875","0.044921875","282","282","282","0.0458984375","0.0458984375","0.0458984375","282","282","282","0.037109375","0.037109375","0.037109375","282","282","282","0.0283203125","0.0283203125","0.0283203125","282","282","282","0.03125","0.03125","0.03125","282","282","282","0.0419921875","0.0419921875","0.0419921875","282","282","282","0.0458984375","0.0458984375","0.0458984375"
"202752000","283","283","283","0.0439453125","0.0439453125","0.0439453125","283","283","283","0.0439453125","0.0439453125","0.0439453125","283","283","283","0.033203125","0.033203125","0.033203125","283","283","283","0.0419921875","0.0419921875","0.0419921875","283","283","283","0.048828125","0.048828125","0.048828125","283","283","283","0.041015625","0.041015625","0.041015625","283","283","283","0.033203125","0.033203125","0.033203125","283","283","283","0.037109375","0.037109375","0.037109375","283","283","283","0.037109375","0.037109375","0.037109375","283","283","283","0.0478515625","0.0478515625","0.0478515625"
"204800000","286","286","286","0.0556640625","0.0556640625","0.0556640625","286","286","286","0.03515625","0.03515625","0.03515625","286","286","286","0.048828125","0.048828125","0.048828125","286","286","286","0.041015625","0.041015625","0.041015625","286","286","286","0.0517578125","0.0517578125","0.0517578125","286","286","286","0.0498046875","0.0498046875","0.0498046875","286","286","286","0.0361328125","0.0361328125","0.0361328125","286","286","286","0.033203125","0.033203125","0.033203125","286","286","286","0.0390625","0.0390625","0.0390625","286","286","286","0.044921875","0.044921875","0.044921875"
"205824000","287","287","287","0.0419921875","0.0419921875","0.0419921875","287","287","287","0.0595703125","0.0595703125","0.0595703125","287","287","287","0.0361328125","0.0361328125","0.0361328125","287","287","287","0.0419921875","0.0419921875","0.0419921875","287","287","287","0.0400390625","0.0400390625","0.0400390625","287","287","287","0.0400390625","0.0400390625","0.0400390625","287","287","287","0.04296875","0.04296875","0.04296875","287","287","287","0.048828125","0.048828125","0.048828125","287","287","287","0.033203125","0.033203125","0.033203125","287","287","287","0.0302734375","0.0302734375","0.0302734375"
"206848000","289","289","289","0.05078125","0.05078125","0.05078125","289","289","289","0.044921875","0.044921875","0.044921875","289","289","289","0.04296875","0.04296875","0.04296875","289","289","289","0.044921875","0.044921875","0.044921875","289","289","289","0.037109375","0.037109375","0.037109375","289","289","289","0.05859375","0.05859375","0.05859375","289","289","289","0.04296875","0.04296875","0.04296875","289","289","289","0.037109375","0.037109375","0.037109375","289","289","289","0.05078125","0.05078125","0.05078125","289","289","289","0.0263671875","0.0263671875","0.0263671875"
"207872000","290","290","290","0.041015625","0.041015625","0.041015625","290","290","290","0.0380859375","0.0380859375","0.0380859375","290","290","290","0.03125","0.03125","0.03125","290","290","290","0.033203125","0.033203125","0.033203125","290","290","290","0.03125","0.03125","0.03125","290","290","290","0.0400390625","0.0400390625","0.0400390625","290","290","290","0.0361328125","0.0361328125","0.0361328125","290","290","290","0.044921875","0.044921875","0.044921875","290","290","290","0.0498046875","0.0498046875","0.0498046875","290","290","290","0.044921875","0.044921875","0.044921875"
"208896000","291","291","291","0.0498046875","0.0498046875","0.0498046875","291","291","291","0.0546875","0.0546875","0.0546875","291","291","291","0.0341796875","0.0341796875","0.0341796875","291","291","291","0.0380859375","0.0380859375","0.0380859375","291","291","291","0.0458984375","0.0458984375","0.0458984375","291","291","291","0.0458984375","0.0458984375","0.0458984375","291","291","291","0.0380859375","0.0380859375","0.0380859375","291","291","291","0.0390625","0.0390625","0.0390625","291","291","291","0.0322265625","0.0322265625","0.0322265625","291","291","291","0.0419921875","0.0419921875","0.0419921875"
"209920000","292","292","292","0.0498046875","0.0498046875","0.0498046875","292","292","292","0.046875","0.046875","0.046875","292","292","292","0.0517578125","0.0517578125","0.0517578125","292","292","292","0.0380859375","0.0380859375","0.0380859375","292","292","292","0.0283203125","0.0283203125","0.0283203125","292","292","292","0.03515625","0.03515625","0.03515625","292","292","292","0.0380859375","0.0380859375","0.0380859375","292","292","292","0.0576171875","0.0576171875","0.0576171875","292","292","292","0.0400390625","0.0400390625","0.0400390625","292","292","292","0.03125","0.03125","0.03125"
"210944000","293","293","293","0.0322265625","0.0322265625","0.0322265625","293","293","293","0.05078125","0.05078125","0.05078125","293","293","293","0.044921875","0.044921875","0.044921875","293","293","293","0.044921875","0.044921875","0.044921875","293","293","293","0.0478515625","0.0478515625","0.0478515625","293","293","293","0.04296875","0.04296875","0.04296875","293","293","293","0.0341796875","0.0341796875","0.0341796875","293","293","293","0.0419921875","0.0419921875","0.0419921875","293","293","293","0.0478515625","0.0478515625","0.0478515625","293","293","293","0.0419921875","0.0419921875","0.0419921875"
"211968000","295","295","295","0.0546875","0.0546875","0.0546875","295","295","295","0.060546875","0.060546875","0.060546875","295","295","295","0.04296875","0.04296875","0.04296875","295","295","295","0.0576171875","0.0576171875","0.0576171875","295","295","295","0.0390625","0.0390625","0.0390625","295","295","295","0.048828125","0.048828125","0.048828125","295","295","295","0.0400390625","0.0400390625","0.0400390625","295","295","295","0.046875","0.046875","0.046875","295","295","295","0.04296875","0.04296875","0.04296875","295","295","295","0.046875","0.046875","0.046875"
