"global_step","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MIN","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MAX","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MIN","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MAX","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MIN","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MAX","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MIN","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MAX","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MIN","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MAX","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MIN","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MAX","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MIN","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MAX","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MIN","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MAX","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MIN","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MAX","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MIN","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MAX","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MIN","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MAX","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MIN","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MAX","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MIN","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MAX","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MIN","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MAX","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MIN","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MAX","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MIN","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MAX","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MIN","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MAX","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MIN","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MAX","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MIN","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MAX","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MIN","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MAX"
"169984000","119","119","119","0.04638671875","0.04638671875","0.04638671875","119","119","119","0.04248046875","0.04248046875","0.04248046875","119","119","119","0.04150390625","0.04150390625","0.04150390625","119","119","119","0.04736328125","0.04736328125","0.04736328125","119","119","119","0.05419921875","0.05419921875","0.05419921875","119","119","119","0.046875","0.046875","0.046875","119","119","119","0.044921875","0.044921875","0.044921875","119","119","119","0.048828125","0.048828125","0.048828125","119","119","119","0.0517578125","0.0517578125","0.0517578125","119","119","119","0.05126953125","0.05126953125","0.05126953125"
"172032000","120","120","120","0.04833984375","0.04833984375","0.04833984375","120","120","120","0.03955078125","0.03955078125","0.03955078125","120","120","120","0.037109375","0.037109375","0.037109375","120","120","120","0.05712890625","0.05712890625","0.05712890625","120","120","120","0.05810546875","0.05810546875","0.05810546875","120","120","120","0.0498046875","0.0498046875","0.0498046875","120","120","120","0.04541015625","0.04541015625","0.04541015625","120","120","120","0.0458984375","0.0458984375","0.0458984375","120","120","120","0.03955078125","0.03955078125","0.03955078125","120","120","120","0.0458984375","0.0458984375","0.0458984375"
"174080000","122","122","122","0.04931640625","0.04931640625","0.04931640625","122","122","122","0.044921875","0.044921875","0.044921875","122","122","122","0.0419921875","0.0419921875","0.0419921875","122","122","122","0.03857421875","0.03857421875","0.03857421875","122","122","122","0.0498046875","0.0498046875","0.0498046875","122","122","122","0.05224609375","0.05224609375","0.05224609375","122","122","122","0.05029296875","0.05029296875","0.05029296875","122","122","122","0.04443359375","0.04443359375","0.04443359375","122","122","122","0.05615234375","0.05615234375","0.05615234375","122","122","122","0.04443359375","0.04443359375","0.04443359375"
"176128000","123","123","123","0.0498046875","0.0498046875","0.0498046875","123","123","123","0.03955078125","0.03955078125","0.03955078125","123","123","123","0.0419921875","0.0419921875","0.0419921875","123","123","123","0.04345703125","0.04345703125","0.04345703125","123","123","123","0.05126953125","0.05126953125","0.05126953125","123","123","123","0.05078125","0.05078125","0.05078125","123","123","123","0.04541015625","0.04541015625","0.04541015625","123","123","123","0.04296875","0.04296875","0.04296875","123","123","123","0.0458984375","0.0458984375","0.0458984375","123","123","123","0.046875","0.046875","0.046875"
"178176000","125","125","125","0.0556640625","0.0556640625","0.0556640625","125","125","125","0.03955078125","0.03955078125","0.03955078125","125","125","125","0.0458984375","0.0458984375","0.0458984375","125","125","125","0.052734375","0.052734375","0.052734375","125","125","125","0.0625","0.0625","0.0625","125","125","125","0.05224609375","0.05224609375","0.05224609375","125","125","125","0.04736328125","0.04736328125","0.04736328125","125","125","125","0.06787109375","0.06787109375","0.06787109375","125","125","125","0.05224609375","0.05224609375","0.05224609375","125","125","125","0.0556640625","0.0556640625","0.0556640625"
"180224000","126","126","126","0.041015625","0.041015625","0.041015625","126","126","126","0.04345703125","0.04345703125","0.04345703125","126","126","126","0.03515625","0.03515625","0.03515625","126","126","126","0.044921875","0.044921875","0.044921875","126","126","126","0.05517578125","0.05517578125","0.05517578125","126","126","126","0.04931640625","0.04931640625","0.04931640625","126","126","126","0.0419921875","0.0419921875","0.0419921875","126","126","126","0.0517578125","0.0517578125","0.0517578125","126","126","126","0.052734375","0.052734375","0.052734375","126","126","126","0.04833984375","0.04833984375","0.04833984375"
"182272000","127","127","127","0.04833984375","0.04833984375","0.04833984375","127","127","127","0.04736328125","0.04736328125","0.04736328125","127","127","127","0.037109375","0.037109375","0.037109375","127","127","127","0.0419921875","0.0419921875","0.0419921875","127","127","127","0.05517578125","0.05517578125","0.05517578125","127","127","127","0.04541015625","0.04541015625","0.04541015625","127","127","127","0.03955078125","0.03955078125","0.03955078125","127","127","127","0.0478515625","0.0478515625","0.0478515625","127","127","127","0.0517578125","0.0517578125","0.0517578125","127","127","127","0.048828125","0.048828125","0.048828125"
"184320000","129","129","129","0.0498046875","0.0498046875","0.0498046875","129","129","129","0.041015625","0.041015625","0.041015625","129","129","129","0.0400390625","0.0400390625","0.0400390625","129","129","129","0.04248046875","0.04248046875","0.04248046875","129","129","129","0.0458984375","0.0458984375","0.0458984375","129","129","129","0.041015625","0.041015625","0.041015625","129","129","129","0.0419921875","0.0419921875","0.0419921875","129","129","129","0.03759765625","0.03759765625","0.03759765625","129","129","129","0.05224609375","0.05224609375","0.05224609375","129","129","129","0.05419921875","0.05419921875","0.05419921875"
"186368000","130","130","130","0.04296875","0.04296875","0.04296875","130","130","130","0.04052734375","0.04052734375","0.04052734375","130","130","130","0.04345703125","0.04345703125","0.04345703125","130","130","130","0.0478515625","0.0478515625","0.0478515625","130","130","130","0.0400390625","0.0400390625","0.0400390625","130","130","130","0.04541015625","0.04541015625","0.04541015625","130","130","130","0.0419921875","0.0419921875","0.0419921875","130","130","130","0.04541015625","0.04541015625","0.04541015625","130","130","130","0.05322265625","0.05322265625","0.05322265625","130","130","130","0.03662109375","0.03662109375","0.03662109375"
"190464000","133","133","133","0.04541015625","0.04541015625","0.04541015625","133","133","133","0.05078125","0.05078125","0.05078125","133","133","133","0.04052734375","0.04052734375","0.04052734375","133","133","133","0.0390625","0.0390625","0.0390625","133","133","133","0.05908203125","0.05908203125","0.05908203125","133","133","133","0.0498046875","0.0498046875","0.0498046875","133","133","133","0.037109375","0.037109375","0.037109375","133","133","133","0.05419921875","0.05419921875","0.05419921875","133","133","133","0.044921875","0.044921875","0.044921875","133","133","133","0.05126953125","0.05126953125","0.05126953125"
"192512000","134","134","134","0.03662109375","0.03662109375","0.03662109375","134","134","134","0.0380859375","0.0380859375","0.0380859375","134","134","134","0.03466796875","0.03466796875","0.03466796875","134","134","134","0.0322265625","0.0322265625","0.0322265625","134","134","134","0.044921875","0.044921875","0.044921875","134","134","134","0.048828125","0.048828125","0.048828125","134","134","134","0.04736328125","0.04736328125","0.04736328125","134","134","134","0.04638671875","0.04638671875","0.04638671875","134","134","134","0.0478515625","0.0478515625","0.0478515625","134","134","134","0.04931640625","0.04931640625","0.04931640625"
"194560000","136","136","136","0.03857421875","0.03857421875","0.03857421875","136","136","136","0.03271484375","0.03271484375","0.03271484375","136","136","136","0.04248046875","0.04248046875","0.04248046875","136","136","136","0.03662109375","0.03662109375","0.03662109375","136","136","136","0.04931640625","0.04931640625","0.04931640625","136","136","136","0.04638671875","0.04638671875","0.04638671875","136","136","136","0.05029296875","0.05029296875","0.05029296875","136","136","136","0.046875","0.046875","0.046875","136","136","136","0.0517578125","0.0517578125","0.0517578125","136","136","136","0.04345703125","0.04345703125","0.04345703125"
"196608000","137","137","137","0.037109375","0.037109375","0.037109375","137","137","137","0.04150390625","0.04150390625","0.04150390625","137","137","137","0.04248046875","0.04248046875","0.04248046875","137","137","137","0.0341796875","0.0341796875","0.0341796875","137","137","137","0.03955078125","0.03955078125","0.03955078125","137","137","137","0.05322265625","0.05322265625","0.05322265625","137","137","137","0.04443359375","0.04443359375","0.04443359375","137","137","137","0.0498046875","0.0498046875","0.0498046875","137","137","137","0.04248046875","0.04248046875","0.04248046875","137","137","137","0.05078125","0.05078125","0.05078125"
"200704000","140","140","140","0.0478515625","0.0478515625","0.0478515625","140","140","140","0.04345703125","0.04345703125","0.04345703125","140","140","140","0.04931640625","0.04931640625","0.04931640625","140","140","140","0.044921875","0.044921875","0.044921875","140","140","140","0.04345703125","0.04345703125","0.04345703125","140","140","140","0.04248046875","0.04248046875","0.04248046875","140","140","140","0.04638671875","0.04638671875","0.04638671875","140","140","140","0.03857421875","0.03857421875","0.03857421875","140","140","140","0.04248046875","0.04248046875","0.04248046875","140","140","140","0.04345703125","0.04345703125","0.04345703125"
"202752000","141","141","141","0.04150390625","0.04150390625","0.04150390625","141","141","141","0.0517578125","0.0517578125","0.0517578125","141","141","141","0.0380859375","0.0380859375","0.0380859375","141","141","141","0.0458984375","0.0458984375","0.0458984375","141","141","141","0.048828125","0.048828125","0.048828125","141","141","141","0.044921875","0.044921875","0.044921875","141","141","141","0.0361328125","0.0361328125","0.0361328125","141","141","141","0.0390625","0.0390625","0.0390625","141","141","141","0.04541015625","0.04541015625","0.04541015625","141","141","141","0.0419921875","0.0419921875","0.0419921875"
"204800000","143","143","143","0.0400390625","0.0400390625","0.0400390625","143","143","143","0.04833984375","0.04833984375","0.04833984375","143","143","143","0.03173828125","0.03173828125","0.03173828125","143","143","143","0.04541015625","0.04541015625","0.04541015625","143","143","143","0.03662109375","0.03662109375","0.03662109375","143","143","143","0.046875","0.046875","0.046875","143","143","143","0.0478515625","0.0478515625","0.0478515625","143","143","143","0.05712890625","0.05712890625","0.05712890625","143","143","143","0.05029296875","0.05029296875","0.05029296875","143","143","143","0.0390625","0.0390625","0.0390625"
"206848000","144","144","144","0.04296875","0.04296875","0.04296875","144","144","144","0.04345703125","0.04345703125","0.04345703125","144","144","144","0.03662109375","0.03662109375","0.03662109375","144","144","144","0.0380859375","0.0380859375","0.0380859375","144","144","144","0.04736328125","0.04736328125","0.04736328125","144","144","144","0.04833984375","0.04833984375","0.04833984375","144","144","144","0.0419921875","0.0419921875","0.0419921875","144","144","144","0.04443359375","0.04443359375","0.04443359375","144","144","144","0.0439453125","0.0439453125","0.0439453125","144","144","144","0.04638671875","0.04638671875","0.04638671875"
"208896000","145","145","145","0.03955078125","0.03955078125","0.03955078125","145","145","145","0.0419921875","0.0419921875","0.0419921875","145","145","145","0.0439453125","0.0439453125","0.0439453125","145","145","145","0.04443359375","0.04443359375","0.04443359375","145","145","145","0.0478515625","0.0478515625","0.0478515625","145","145","145","0.0458984375","0.0458984375","0.0458984375","145","145","145","0.04541015625","0.04541015625","0.04541015625","145","145","145","0.0439453125","0.0439453125","0.0439453125","145","145","145","0.044921875","0.044921875","0.044921875","145","145","145","0.04736328125","0.04736328125","0.04736328125"
"210944000","146","146","146","0.03955078125","0.03955078125","0.03955078125","146","146","146","0.0419921875","0.0419921875","0.0419921875","146","146","146","0.0361328125","0.0361328125","0.0361328125","146","146","146","0.04833984375","0.04833984375","0.04833984375","146","146","146","0.04736328125","0.04736328125","0.04736328125","146","146","146","0.03955078125","0.03955078125","0.03955078125","146","146","146","0.03857421875","0.03857421875","0.03857421875","146","146","146","0.0439453125","0.0439453125","0.0439453125","146","146","146","0.037109375","0.037109375","0.037109375","146","146","146","0.0458984375","0.0458984375","0.0458984375"
"212992000","147","147","147","0.046875","0.046875","0.046875","147","147","147","0.033203125","0.033203125","0.033203125","147","147","147","0.04052734375","0.04052734375","0.04052734375","147","147","147","0.03466796875","0.03466796875","0.03466796875","147","147","147","0.04052734375","0.04052734375","0.04052734375","147","147","147","0.03369140625","0.03369140625","0.03369140625","147","147","147","0.044921875","0.044921875","0.044921875","147","147","147","0.04833984375","0.04833984375","0.04833984375","147","147","147","0.03662109375","0.03662109375","0.03662109375","147","147","147","0.0419921875","0.0419921875","0.0419921875"
"215040000","149","149","149","0.0673828125","0.0673828125","0.0673828125","149","149","149","0.04931640625","0.04931640625","0.04931640625","149","149","149","0.04931640625","0.04931640625","0.04931640625","149","149","149","0.04150390625","0.04150390625","0.04150390625","149","149","149","0.04931640625","0.04931640625","0.04931640625","149","149","149","0.04541015625","0.04541015625","0.04541015625","149","149","149","0.05126953125","0.05126953125","0.05126953125","149","149","149","0.05126953125","0.05126953125","0.05126953125","149","149","149","0.05078125","0.05078125","0.05078125","149","149","149","0.04541015625","0.04541015625","0.04541015625"
"217088000","150","150","150","0.04052734375","0.04052734375","0.04052734375","150","150","150","0.0361328125","0.0361328125","0.0361328125","150","150","150","0.03857421875","0.03857421875","0.03857421875","150","150","150","0.0419921875","0.0419921875","0.0419921875","150","150","150","0.0458984375","0.0458984375","0.0458984375","150","150","150","0.0419921875","0.0419921875","0.0419921875","150","150","150","0.04296875","0.04296875","0.04296875","150","150","150","0.05419921875","0.05419921875","0.05419921875","150","150","150","0.04638671875","0.04638671875","0.04638671875","150","150","150","0.041015625","0.041015625","0.041015625"
"219136000","151","151","151","0.0458984375","0.0458984375","0.0458984375","151","151","151","0.03564453125","0.03564453125","0.03564453125","151","151","151","0.0380859375","0.0380859375","0.0380859375","151","151","151","0.05224609375","0.05224609375","0.05224609375","151","151","151","0.04931640625","0.04931640625","0.04931640625","151","151","151","0.03271484375","0.03271484375","0.03271484375","151","151","151","0.041015625","0.041015625","0.041015625","151","151","151","0.04833984375","0.04833984375","0.04833984375","151","151","151","0.041015625","0.041015625","0.041015625","151","151","151","0.04541015625","0.04541015625","0.04541015625"
"221184000","153","153","153","0.0361328125","0.0361328125","0.0361328125","153","153","153","0.0478515625","0.0478515625","0.0478515625","153","153","153","0.03466796875","0.03466796875","0.03466796875","153","153","153","0.04248046875","0.04248046875","0.04248046875","153","153","153","0.03662109375","0.03662109375","0.03662109375","153","153","153","0.0400390625","0.0400390625","0.0400390625","153","153","153","0.037109375","0.037109375","0.037109375","153","153","153","0.04833984375","0.04833984375","0.04833984375","153","153","153","0.04443359375","0.04443359375","0.04443359375","153","153","153","0.044921875","0.044921875","0.044921875"
"223232000","154","154","154","0.03955078125","0.03955078125","0.03955078125","154","154","154","0.03125","0.03125","0.03125","154","154","154","0.03564453125","0.03564453125","0.03564453125","154","154","154","0.04150390625","0.04150390625","0.04150390625","154","154","154","0.02978515625","0.02978515625","0.02978515625","154","154","154","0.05810546875","0.05810546875","0.05810546875","154","154","154","0.03125","0.03125","0.03125","154","154","154","0.04638671875","0.04638671875","0.04638671875","154","154","154","0.0400390625","0.0400390625","0.0400390625","154","154","154","0.04541015625","0.04541015625","0.04541015625"
"225280000","156","156","156","0.044921875","0.044921875","0.044921875","156","156","156","0.05078125","0.05078125","0.05078125","156","156","156","0.0439453125","0.0439453125","0.0439453125","156","156","156","0.04345703125","0.04345703125","0.04345703125","156","156","156","0.0556640625","0.0556640625","0.0556640625","156","156","156","0.05029296875","0.05029296875","0.05029296875","156","156","156","0.0478515625","0.0478515625","0.0478515625","156","156","156","0.052734375","0.052734375","0.052734375","156","156","156","0.0556640625","0.0556640625","0.0556640625","156","156","156","0.0439453125","0.0439453125","0.0439453125"
"227328000","157","157","157","0.04638671875","0.04638671875","0.04638671875","157","157","157","0.04052734375","0.04052734375","0.04052734375","157","157","157","0.0361328125","0.0361328125","0.0361328125","157","157","157","0.03955078125","0.03955078125","0.03955078125","157","157","157","0.04150390625","0.04150390625","0.04150390625","157","157","157","0.0458984375","0.0458984375","0.0458984375","157","157","157","0.04296875","0.04296875","0.04296875","157","157","157","0.05419921875","0.05419921875","0.05419921875","157","157","157","0.03515625","0.03515625","0.03515625","157","157","157","0.04296875","0.04296875","0.04296875"
"229376000","158","158","158","0.03759765625","0.03759765625","0.03759765625","158","158","158","0.03515625","0.03515625","0.03515625","158","158","158","0.03564453125","0.03564453125","0.03564453125","158","158","158","0.04150390625","0.04150390625","0.04150390625","158","158","158","0.0478515625","0.0478515625","0.0478515625","158","158","158","0.04345703125","0.04345703125","0.04345703125","158","158","158","0.04296875","0.04296875","0.04296875","158","158","158","0.0458984375","0.0458984375","0.0458984375","158","158","158","0.05078125","0.05078125","0.05078125","158","158","158","0.0458984375","0.0458984375","0.0458984375"
"231424000","160","160","160","0.0419921875","0.0419921875","0.0419921875","160","160","160","0.0341796875","0.0341796875","0.0341796875","160","160","160","0.04248046875","0.04248046875","0.04248046875","160","160","160","0.04345703125","0.04345703125","0.04345703125","160","160","160","0.0380859375","0.0380859375","0.0380859375","160","160","160","0.04443359375","0.04443359375","0.04443359375","160","160","160","0.03759765625","0.03759765625","0.03759765625","160","160","160","0.0390625","0.0390625","0.0390625","160","160","160","0.0419921875","0.0419921875","0.0419921875","160","160","160","0.04833984375","0.04833984375","0.04833984375"
"233472000","161","161","161","0.03466796875","0.03466796875","0.03466796875","161","161","161","0.04150390625","0.04150390625","0.04150390625","161","161","161","0.037109375","0.037109375","0.037109375","161","161","161","0.04150390625","0.04150390625","0.04150390625","161","161","161","0.0341796875","0.0341796875","0.0341796875","161","161","161","0.0390625","0.0390625","0.0390625","161","161","161","0.03466796875","0.03466796875","0.03466796875","161","161","161","0.052734375","0.052734375","0.052734375","161","161","161","0.041015625","0.041015625","0.041015625","161","161","161","0.041015625","0.041015625","0.041015625"
"237568000","164","164","164","0.03955078125","0.03955078125","0.03955078125","164","164","164","0.041015625","0.041015625","0.041015625","164","164","164","0.0390625","0.0390625","0.0390625","164","164","164","0.0341796875","0.0341796875","0.0341796875","164","164","164","0.04736328125","0.04736328125","0.04736328125","164","164","164","0.04052734375","0.04052734375","0.04052734375","164","164","164","0.0341796875","0.0341796875","0.0341796875","164","164","164","0.0390625","0.0390625","0.0390625","164","164","164","0.044921875","0.044921875","0.044921875","164","164","164","0.0458984375","0.0458984375","0.0458984375"
"239616000","165","165","165","0.03564453125","0.03564453125","0.03564453125","165","165","165","0.0498046875","0.0498046875","0.0498046875","165","165","165","0.0419921875","0.0419921875","0.0419921875","165","165","165","0.0390625","0.0390625","0.0390625","165","165","165","0.04443359375","0.04443359375","0.04443359375","165","165","165","0.03466796875","0.03466796875","0.03466796875","165","165","165","0.03955078125","0.03955078125","0.03955078125","165","165","165","0.0478515625","0.0478515625","0.0478515625","165","165","165","0.04150390625","0.04150390625","0.04150390625","165","165","165","0.04150390625","0.04150390625","0.04150390625"
"241664000","167","167","167","0.04443359375","0.04443359375","0.04443359375","167","167","167","0.03515625","0.03515625","0.03515625","167","167","167","0.04052734375","0.04052734375","0.04052734375","167","167","167","0.04296875","0.04296875","0.04296875","167","167","167","0.0390625","0.0390625","0.0390625","167","167","167","0.04736328125","0.04736328125","0.04736328125","167","167","167","0.0380859375","0.0380859375","0.0380859375","167","167","167","0.044921875","0.044921875","0.044921875","167","167","167","0.04052734375","0.04052734375","0.04052734375","167","167","167","0.04150390625","0.04150390625","0.04150390625"
"243712000","168","168","168","0.0283203125","0.0283203125","0.0283203125","168","168","168","0.03515625","0.03515625","0.03515625","168","168","168","0.02978515625","0.02978515625","0.02978515625","168","168","168","0.044921875","0.044921875","0.044921875","168","168","168","0.04052734375","0.04052734375","0.04052734375","168","168","168","0.04150390625","0.04150390625","0.04150390625","168","168","168","0.0341796875","0.0341796875","0.0341796875","168","168","168","0.0458984375","0.0458984375","0.0458984375","168","168","168","0.04638671875","0.04638671875","0.04638671875","168","168","168","0.044921875","0.044921875","0.044921875"
"247808000","171","171","171","0.04248046875","0.04248046875","0.04248046875","171","171","171","0.0419921875","0.0419921875","0.0419921875","171","171","171","0.0263671875","0.0263671875","0.0263671875","171","171","171","0.0380859375","0.0380859375","0.0380859375","171","171","171","0.04052734375","0.04052734375","0.04052734375","171","171","171","0.03857421875","0.03857421875","0.03857421875","171","171","171","0.03076171875","0.03076171875","0.03076171875","171","171","171","0.04248046875","0.04248046875","0.04248046875","171","171","171","0.03955078125","0.03955078125","0.03955078125","171","171","171","0.03662109375","0.03662109375","0.03662109375"
"249856000","172","172","172","0.03271484375","0.03271484375","0.03271484375","172","172","172","0.0458984375","0.0458984375","0.0458984375","172","172","172","0.03466796875","0.03466796875","0.03466796875","172","172","172","0.03466796875","0.03466796875","0.03466796875","172","172","172","0.044921875","0.044921875","0.044921875","172","172","172","0.03857421875","0.03857421875","0.03857421875","172","172","172","0.046875","0.046875","0.046875","172","172","172","0.041015625","0.041015625","0.041015625","172","172","172","0.04736328125","0.04736328125","0.04736328125","172","172","172","0.041015625","0.041015625","0.041015625"
"251904000","174","174","174","0.04541015625","0.04541015625","0.04541015625","174","174","174","0.0400390625","0.0400390625","0.0400390625","174","174","174","0.0380859375","0.0380859375","0.0380859375","174","174","174","0.04150390625","0.04150390625","0.04150390625","174","174","174","0.04052734375","0.04052734375","0.04052734375","174","174","174","0.03662109375","0.03662109375","0.03662109375","174","174","174","0.04296875","0.04296875","0.04296875","174","174","174","0.0341796875","0.0341796875","0.0341796875","174","174","174","0.0537109375","0.0537109375","0.0537109375","174","174","174","0.04345703125","0.04345703125","0.04345703125"
"253952000","175","175","175","0.03857421875","0.03857421875","0.03857421875","175","175","175","0.04296875","0.04296875","0.04296875","175","175","175","0.03564453125","0.03564453125","0.03564453125","175","175","175","0.03369140625","0.03369140625","0.03369140625","175","175","175","0.0283203125","0.0283203125","0.0283203125","175","175","175","0.04248046875","0.04248046875","0.04248046875","175","175","175","0.04052734375","0.04052734375","0.04052734375","175","175","175","0.044921875","0.044921875","0.044921875","175","175","175","0.046875","0.046875","0.046875","175","175","175","0.04638671875","0.04638671875","0.04638671875"
"258048000","178","178","178","0.03759765625","0.03759765625","0.03759765625","178","178","178","0.03759765625","0.03759765625","0.03759765625","178","178","178","0.03369140625","0.03369140625","0.03369140625","178","178","178","0.0419921875","0.0419921875","0.0419921875","178","178","178","0.03466796875","0.03466796875","0.03466796875","178","178","178","0.04150390625","0.04150390625","0.04150390625","178","178","178","0.03369140625","0.03369140625","0.03369140625","178","178","178","0.05029296875","0.05029296875","0.05029296875","178","178","178","0.03564453125","0.03564453125","0.03564453125","178","178","178","0.0439453125","0.0439453125","0.0439453125"
"260096000","179","179","179","0.03271484375","0.03271484375","0.03271484375","179","179","179","0.0380859375","0.0380859375","0.0380859375","179","179","179","0.029296875","0.029296875","0.029296875","179","179","179","0.04052734375","0.04052734375","0.04052734375","179","179","179","0.041015625","0.041015625","0.041015625","179","179","179","0.04443359375","0.04443359375","0.04443359375","179","179","179","0.046875","0.046875","0.046875","179","179","179","0.0390625","0.0390625","0.0390625","179","179","179","0.044921875","0.044921875","0.044921875","179","179","179","0.04736328125","0.04736328125","0.04736328125"
"262144000","181","181","181","0.05029296875","0.05029296875","0.05029296875","181","181","181","0.04248046875","0.04248046875","0.04248046875","181","181","181","0.044921875","0.044921875","0.044921875","181","181","181","0.037109375","0.037109375","0.037109375","181","181","181","0.0478515625","0.0478515625","0.0478515625","181","181","181","0.05029296875","0.05029296875","0.05029296875","181","181","181","0.04345703125","0.04345703125","0.04345703125","181","181","181","0.048828125","0.048828125","0.048828125","181","181","181","0.05126953125","0.05126953125","0.05126953125","181","181","181","0.05810546875","0.05810546875","0.05810546875"
"264192000","182","182","182","0.033203125","0.033203125","0.033203125","182","182","182","0.0380859375","0.0380859375","0.0380859375","182","182","182","0.03662109375","0.03662109375","0.03662109375","182","182","182","0.0400390625","0.0400390625","0.0400390625","182","182","182","0.0419921875","0.0419921875","0.0419921875","182","182","182","0.0341796875","0.0341796875","0.0341796875","182","182","182","0.03857421875","0.03857421875","0.03857421875","182","182","182","0.048828125","0.048828125","0.048828125","182","182","182","0.046875","0.046875","0.046875","182","182","182","0.0537109375","0.0537109375","0.0537109375"
