"global_step","20681888_hlg_1cubes_b8192_mb2048_lr1e-4 - _step","20681888_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MIN","20681888_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MAX","20681888_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last","20681888_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MIN","20681888_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MAX","20681887_hlg_1cubes_b8192_mb2048_lr1e-4 - _step","20681887_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MIN","20681887_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MAX","20681887_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last","20681887_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MIN","20681887_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MAX","20681886_hlg_1cubes_b8192_mb2048_lr1e-4 - _step","20681886_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MIN","20681886_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MAX","20681886_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last","20681886_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MIN","20681886_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MAX","20681885_hlg_1cubes_b8192_mb2048_lr1e-4 - _step","20681885_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MIN","20681885_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MAX","20681885_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last","20681885_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MIN","20681885_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MAX","20681884_hlg_1cubes_b8192_mb2048_lr1e-4 - _step","20681884_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MIN","20681884_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MAX","20681884_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last","20681884_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MIN","20681884_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MAX","20676536_hlg_1cubes_b8192_mb2048_lr1e-3 - _step","20676536_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MIN","20676536_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MAX","20676536_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last","20676536_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MIN","20676536_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MAX","20676535_hlg_1cubes_b8192_mb2048_lr1e-3 - _step","20676535_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MIN","20676535_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MAX","20676535_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last","20676535_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MIN","20676535_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MAX","20676534_hlg_1cubes_b8192_mb2048_lr1e-3 - _step","20676534_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MIN","20676534_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MAX","20676534_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last","20676534_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MIN","20676534_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MAX","20676533_hlg_1cubes_b8192_mb2048_lr1e-3 - _step","20676533_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MIN","20676533_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MAX","20676533_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last","20676533_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MIN","20676533_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MAX","20676532_hlg_1cubes_b8192_mb2048_lr1e-3 - _step","20676532_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MIN","20676532_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MAX","20676532_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last","20676532_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MIN","20676532_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MAX","20676530_hlg_1cubes_b8192_mb2048_lr2e-4 - _step","20676530_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MIN","20676530_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MAX","20676530_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last","20676530_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MIN","20676530_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MAX","20676529_hlg_1cubes_b8192_mb2048_lr2e-4 - _step","20676529_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MIN","20676529_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MAX","20676529_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last","20676529_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MIN","20676529_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MAX","20676528_hlg_1cubes_b8192_mb2048_lr2e-4 - _step","20676528_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MIN","20676528_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MAX","20676528_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last","20676528_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MIN","20676528_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MAX","20676527_hlg_1cubes_b8192_mb2048_lr2e-4 - _step","20676527_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MIN","20676527_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MAX","20676527_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last","20676527_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MIN","20676527_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MAX","20676526_hlg_1cubes_b8192_mb2048_lr2e-4 - _step","20676526_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MIN","20676526_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MAX","20676526_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last","20676526_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MIN","20676526_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MAX"
"5554176000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","959","959","959","0.0281982421875","0.0281982421875","0.0281982421875","959","959","959","0.028076171875","0.028076171875","0.028076171875","959","959","959","0.0263671875","0.0263671875","0.0263671875","959","959","959","0.030029296875","0.030029296875","0.030029296875","959","959","959","0.029541015625","0.029541015625","0.029541015625"
"5562368000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","961","961","961","0.0294189453125","0.0294189453125","0.0294189453125","961","961","961","0.0289306640625","0.0289306640625","0.0289306640625","961","961","961","0.0286865234375","0.0286865234375","0.0286865234375","961","961","961","0.0291748046875","0.0291748046875","0.0291748046875","961","961","961","0.0264892578125","0.0264892578125","0.0264892578125"
"5570560000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","962","962","962","0.027099609375","0.027099609375","0.027099609375","962","962","962","0.029052734375","0.029052734375","0.029052734375","962","962","962","0.0242919921875","0.0242919921875","0.0242919921875","962","962","962","0.030029296875","0.030029296875","0.030029296875","962","962","962","0.0289306640625","0.0289306640625","0.0289306640625"
"5586944000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","965","965","965","0.026123046875","0.026123046875","0.026123046875","965","965","965","0.0264892578125","0.0264892578125","0.0264892578125","965","965","965","0.02880859375","0.02880859375","0.02880859375","965","965","965","0.0240478515625","0.0240478515625","0.0240478515625","965","965","965","0.0283203125","0.0283203125","0.0283203125"
"5595136000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","966","966","966","0.029296875","0.029296875","0.029296875","966","966","966","0.029296875","0.029296875","0.029296875","966","966","966","0.0257568359375","0.0257568359375","0.0257568359375","966","966","966","0.0267333984375","0.0267333984375","0.0267333984375","966","966","966","0.0284423828125","0.0284423828125","0.0284423828125"
"5603328000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","968","968","968","0.0272216796875","0.0272216796875","0.0272216796875","968","968","968","0.02783203125","0.02783203125","0.02783203125","968","968","968","0.0264892578125","0.0264892578125","0.0264892578125","968","968","968","0.0283203125","0.0283203125","0.0283203125","968","968","968","0.03076171875","0.03076171875","0.03076171875"
"5611520000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","969","969","969","0.0255126953125","0.0255126953125","0.0255126953125","969","969","969","0.0291748046875","0.0291748046875","0.0291748046875","969","969","969","0.0272216796875","0.0272216796875","0.0272216796875","969","969","969","0.027587890625","0.027587890625","0.027587890625","969","969","969","0.02978515625","0.02978515625","0.02978515625"
"5627904000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","972","972","972","0.0260009765625","0.0260009765625","0.0260009765625","972","972","972","0.023193359375","0.023193359375","0.023193359375","972","972","972","0.0284423828125","0.0284423828125","0.0284423828125","972","972","972","0.0281982421875","0.0281982421875","0.0281982421875","972","972","972","0.0272216796875","0.0272216796875","0.0272216796875"
"5636096000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","973","973","973","0.029052734375","0.029052734375","0.029052734375","973","973","973","0.0272216796875","0.0272216796875","0.0272216796875","973","973","973","0.0272216796875","0.0272216796875","0.0272216796875","973","973","973","0.0269775390625","0.0269775390625","0.0269775390625","973","973","973","0.0284423828125","0.0284423828125","0.0284423828125"
"5644288000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","975","975","975","0.03466796875","0.03466796875","0.03466796875","975","975","975","0.034912109375","0.034912109375","0.034912109375","975","975","975","0.0350341796875","0.0350341796875","0.0350341796875","975","975","975","0.0355224609375","0.0355224609375","0.0355224609375","975","975","975","0.0323486328125","0.0323486328125","0.0323486328125"
"5652480000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","976","976","976","0.0321044921875","0.0321044921875","0.0321044921875","976","976","976","0.0303955078125","0.0303955078125","0.0303955078125","976","976","976","0.0272216796875","0.0272216796875","0.0272216796875","976","976","976","0.0277099609375","0.0277099609375","0.0277099609375","976","976","976","0.0264892578125","0.0264892578125","0.0264892578125"
"5660672000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","977","977","977","0.024658203125","0.024658203125","0.024658203125","977","977","977","0.0272216796875","0.0272216796875","0.0272216796875","977","977","977","0.0272216796875","0.0272216796875","0.0272216796875","977","977","977","0.029052734375","0.029052734375","0.029052734375","977","977","977","0.02783203125","0.02783203125","0.02783203125"
"5668864000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","979","979","979","0.0272216796875","0.0272216796875","0.0272216796875","979","979","979","0.029541015625","0.029541015625","0.029541015625","979","979","979","0.029296875","0.029296875","0.029296875","979","979","979","0.0308837890625","0.0308837890625","0.0308837890625","979","979","979","0.0277099609375","0.0277099609375","0.0277099609375"
"5677056000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","980","980","980","0.03125","0.03125","0.03125","980","980","980","0.027099609375","0.027099609375","0.027099609375","980","980","980","0.0277099609375","0.0277099609375","0.0277099609375","980","980","980","0.027587890625","0.027587890625","0.027587890625","980","980","980","0.030517578125","0.030517578125","0.030517578125"
"5685248000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","982","982","982","0.0362548828125","0.0362548828125","0.0362548828125","982","982","982","0.0367431640625","0.0367431640625","0.0367431640625","982","982","982","0.033935546875","0.033935546875","0.033935546875","982","982","982","0.037841796875","0.037841796875","0.037841796875","982","982","982","0.0338134765625","0.0338134765625","0.0338134765625"
"5693440000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","983","983","983","0.0220947265625","0.0220947265625","0.0220947265625","983","983","983","0.0291748046875","0.0291748046875","0.0291748046875","983","983","983","0.02490234375","0.02490234375","0.02490234375","983","983","983","0.02978515625","0.02978515625","0.02978515625","983","983","983","0.0308837890625","0.0308837890625","0.0308837890625"
"5701632000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","984","984","984","0.0296630859375","0.0296630859375","0.0296630859375","984","984","984","0.0299072265625","0.0299072265625","0.0299072265625","984","984","984","0.030517578125","0.030517578125","0.030517578125","984","984","984","0.02978515625","0.02978515625","0.02978515625","984","984","984","0.026611328125","0.026611328125","0.026611328125"
"5709824000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","986","986","986","0.0250244140625","0.0250244140625","0.0250244140625","986","986","986","0.0318603515625","0.0318603515625","0.0318603515625","986","986","986","0.03076171875","0.03076171875","0.03076171875","986","986","986","0.0303955078125","0.0303955078125","0.0303955078125","986","986","986","0.0250244140625","0.0250244140625","0.0250244140625"
"5718016000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","987","987","987","0.028564453125","0.028564453125","0.028564453125","987","987","987","0.029052734375","0.029052734375","0.029052734375","987","987","987","0.030517578125","0.030517578125","0.030517578125","987","987","987","0.0272216796875","0.0272216796875","0.0272216796875","987","987","987","0.026611328125","0.026611328125","0.026611328125"
"5726208000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","989","989","989","0.0338134765625","0.0338134765625","0.0338134765625","989","989","989","0.0345458984375","0.0345458984375","0.0345458984375","989","989","989","0.032470703125","0.032470703125","0.032470703125","989","989","989","0.0340576171875","0.0340576171875","0.0340576171875","989","989","989","0.03466796875","0.03466796875","0.03466796875"
"5734400000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","990","990","990","0.0296630859375","0.0296630859375","0.0296630859375","990","990","990","0.02734375","0.02734375","0.02734375","990","990","990","0.0286865234375","0.0286865234375","0.0286865234375","990","990","990","0.02880859375","0.02880859375","0.02880859375","990","990","990","0.0257568359375","0.0257568359375","0.0257568359375"
"5742592000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","991","991","991","0.027587890625","0.027587890625","0.027587890625","991","991","991","0.03173828125","0.03173828125","0.03173828125","991","991","991","0.025390625","0.025390625","0.025390625","991","991","991","0.02734375","0.02734375","0.02734375","991","991","991","0.02587890625","0.02587890625","0.02587890625"
"5750784000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","993","993","993","0.028564453125","0.028564453125","0.028564453125","993","993","993","0.0313720703125","0.0313720703125","0.0313720703125","993","993","993","0.031005859375","0.031005859375","0.031005859375","993","993","993","0.0322265625","0.0322265625","0.0322265625","993","993","993","0.0291748046875","0.0291748046875","0.0291748046875"
"5758976000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","994","994","994","0.027587890625","0.027587890625","0.027587890625","994","994","994","0.027587890625","0.027587890625","0.027587890625","994","994","994","0.0279541015625","0.0279541015625","0.0279541015625","994","994","994","0.0284423828125","0.0284423828125","0.0284423828125","994","994","994","0.0289306640625","0.0289306640625","0.0289306640625"
"5775360000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","997","997","997","0.030517578125","0.030517578125","0.030517578125","997","997","997","0.0330810546875","0.0330810546875","0.0330810546875","997","997","997","0.0277099609375","0.0277099609375","0.0277099609375","997","997","997","0.0286865234375","0.0286865234375","0.0286865234375","997","997","997","0.0299072265625","0.0299072265625","0.0299072265625"
"5783552000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","998","998","998","0.0264892578125","0.0264892578125","0.0264892578125","998","998","998","0.026611328125","0.026611328125","0.026611328125","998","998","998","0.0257568359375","0.0257568359375","0.0257568359375","998","998","998","0.0299072265625","0.0299072265625","0.0299072265625","998","998","998","0.027587890625","0.027587890625","0.027587890625"
"5791744000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1000","1000","0.0291748046875","0.0291748046875","0.0291748046875","1000","1000","1000","0.0303955078125","0.0303955078125","0.0303955078125","1000","1000","1000","0.0283203125","0.0283203125","0.0283203125","1000","1000","1000","0.03125","0.03125","0.03125","1000","1000","1000","0.0301513671875","0.0301513671875","0.0301513671875"
"5799936000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1001","1001","1001","0.0303955078125","0.0303955078125","0.0303955078125","1001","1001","1001","0.0301513671875","0.0301513671875","0.0301513671875","1001","1001","1001","0.0257568359375","0.0257568359375","0.0257568359375","1001","1001","1001","0.0257568359375","0.0257568359375","0.0257568359375","1001","1001","1001","0.032958984375","0.032958984375","0.032958984375"
"5816320000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1004","1004","1004","0.0274658203125","0.0274658203125","0.0274658203125","1004","1004","1004","0.025634765625","0.025634765625","0.025634765625","1004","1004","1004","0.0257568359375","0.0257568359375","0.0257568359375","1004","1004","1004","0.0308837890625","0.0308837890625","0.0308837890625","1004","1004","1004","0.02490234375","0.02490234375","0.02490234375"
"5824512000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1005","1005","1005","0.0250244140625","0.0250244140625","0.0250244140625","1005","1005","1005","0.0277099609375","0.0277099609375","0.0277099609375","1005","1005","1005","0.0267333984375","0.0267333984375","0.0267333984375","1005","1005","1005","0.0302734375","0.0302734375","0.0302734375","1005","1005","1005","0.025146484375","0.025146484375","0.025146484375"
"5832704000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1007","1007","1007","0.0281982421875","0.0281982421875","0.0281982421875","1007","1007","1007","0.0289306640625","0.0289306640625","0.0289306640625","1007","1007","1007","0.027099609375","0.027099609375","0.027099609375","1007","1007","1007","0.025146484375","0.025146484375","0.025146484375","1007","1007","1007","0.0296630859375","0.0296630859375","0.0296630859375"
"5840896000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1008","1008","1008","0.0279541015625","0.0279541015625","0.0279541015625","1008","1008","1008","0.02734375","0.02734375","0.02734375","1008","1008","1008","0.0279541015625","0.0279541015625","0.0279541015625","1008","1008","1008","0.0267333984375","0.0267333984375","0.0267333984375","1008","1008","1008","0.0267333984375","0.0267333984375","0.0267333984375"
"5849088000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1009","1009","1009","0.029052734375","0.029052734375","0.029052734375","1009","1009","1009","0.026123046875","0.026123046875","0.026123046875","1009","1009","1009","0.028564453125","0.028564453125","0.028564453125","1009","1009","1009","0.027587890625","0.027587890625","0.027587890625","1009","1009","1009","0.027099609375","0.027099609375","0.027099609375"
"5857280000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1010","1010","1010","0.0277099609375","0.0277099609375","0.0277099609375","1010","1010","1010","0.0306396484375","0.0306396484375","0.0306396484375","1010","1010","1010","0.0291748046875","0.0291748046875","0.0291748046875","1010","1010","1010","0.0286865234375","0.0286865234375","0.0286865234375","1010","1010","1010","0.025634765625","0.025634765625","0.025634765625"
"5865472000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1011","1011","1011","0.0291748046875","0.0291748046875","0.0291748046875","1011","1011","1011","0.0255126953125","0.0255126953125","0.0255126953125","1011","1011","1011","0.02685546875","0.02685546875","0.02685546875","1011","1011","1011","0.0281982421875","0.0281982421875","0.0281982421875","1011","1011","1011","0.02783203125","0.02783203125","0.02783203125"
"5873664000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1013","1013","1013","0.0301513671875","0.0301513671875","0.0301513671875","1013","1013","1013","0.031494140625","0.031494140625","0.031494140625","1013","1013","1013","0.0369873046875","0.0369873046875","0.0369873046875","1013","1013","1013","0.0374755859375","0.0374755859375","0.0374755859375","1013","1013","1013","0.0360107421875","0.0360107421875","0.0360107421875"
"5881856000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1014","1014","1014","0.0244140625","0.0244140625","0.0244140625","1014","1014","1014","0.0264892578125","0.0264892578125","0.0264892578125","1014","1014","1014","0.0281982421875","0.0281982421875","0.0281982421875","1014","1014","1014","0.028564453125","0.028564453125","0.028564453125","1014","1014","1014","0.0289306640625","0.0289306640625","0.0289306640625"
"5890048000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1015","1015","1015","0.0283203125","0.0283203125","0.0283203125","1015","1015","1015","0.0291748046875","0.0291748046875","0.0291748046875","1015","1015","1015","0.0269775390625","0.0269775390625","0.0269775390625","1015","1015","1015","0.0257568359375","0.0257568359375","0.0257568359375","1015","1015","1015","0.0289306640625","0.0289306640625","0.0289306640625"
"5898240000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1017","1017","1017","0.026123046875","0.026123046875","0.026123046875","1017","1017","1017","0.0267333984375","0.0267333984375","0.0267333984375","1017","1017","1017","0.0267333984375","0.0267333984375","0.0267333984375","1017","1017","1017","0.029296875","0.029296875","0.029296875","1017","1017","1017","0.0294189453125","0.0294189453125","0.0294189453125"
"5906432000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1018","1018","1018","0.029296875","0.029296875","0.029296875","1018","1018","1018","0.03125","0.03125","0.03125","1018","1018","1018","0.02587890625","0.02587890625","0.02587890625","1018","1018","1018","0.0267333984375","0.0267333984375","0.0267333984375","1018","1018","1018","0.0263671875","0.0263671875","0.0263671875"
"5914624000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1020","1020","1020","0.0361328125","0.0361328125","0.0361328125","1020","1020","1020","0.0357666015625","0.0357666015625","0.0357666015625","1020","1020","1020","0.033203125","0.033203125","0.033203125","1020","1020","1020","0.0360107421875","0.0360107421875","0.0360107421875","1020","1020","1020","0.031982421875","0.031982421875","0.031982421875"
"5922816000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1021","1021","1021","0.0247802734375","0.0247802734375","0.0247802734375","1021","1021","1021","0.0289306640625","0.0289306640625","0.0289306640625","1021","1021","1021","0.0283203125","0.0283203125","0.0283203125","1021","1021","1021","0.02783203125","0.02783203125","0.02783203125","1021","1021","1021","0.0260009765625","0.0260009765625","0.0260009765625"
"5931008000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1022","1022","1022","0.026123046875","0.026123046875","0.026123046875","1022","1022","1022","0.0306396484375","0.0306396484375","0.0306396484375","1022","1022","1022","0.027587890625","0.027587890625","0.027587890625","1022","1022","1022","0.0279541015625","0.0279541015625","0.0279541015625","1022","1022","1022","0.0240478515625","0.0240478515625","0.0240478515625"
"5939200000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","1024","1024","0.0283203125","0.0283203125","0.0283203125","1024","1024","1024","0.026611328125","0.026611328125","0.026611328125","1024","1024","1024","0.0264892578125","0.0264892578125","0.0264892578125","1024","1024","1024","0.0274658203125","0.0274658203125","0.0274658203125","1024","1024","1024","0.029052734375","0.029052734375","0.029052734375"
"5947392000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1025","1025","1025","0.028564453125","0.028564453125","0.028564453125","1025","1025","1025","0.029052734375","0.029052734375","0.029052734375","1025","1025","1025","0.0277099609375","0.0277099609375","0.0277099609375","1025","1025","1025","0.0296630859375","0.0296630859375","0.0296630859375","1025","1025","1025","0.03076171875","0.03076171875","0.03076171875"
"5963776000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1028","1028","1028","0.031494140625","0.031494140625","0.031494140625","1028","1028","1028","0.0289306640625","0.0289306640625","0.0289306640625","1028","1028","1028","0.0263671875","0.0263671875","0.0263671875","1028","1028","1028","0.02490234375","0.02490234375","0.02490234375","1028","1028","1028","0.0289306640625","0.0289306640625","0.0289306640625"
"5971968000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1029","1029","1029","0.0302734375","0.0302734375","0.0302734375","1029","1029","1029","0.0299072265625","0.0299072265625","0.0299072265625","1029","1029","1029","0.0267333984375","0.0267333984375","0.0267333984375","1029","1029","1029","0.0279541015625","0.0279541015625","0.0279541015625","1029","1029","1029","0.02734375","0.02734375","0.02734375"
